seed,sequence_id,score,rank_within_seed,plddt,ppl,dr_prob,pam_prob,z_plddt,z_negppl,novelty_bonus,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass,plddt_total
seed4,seed4_row68164,0.3629318479763107,16810.0,,22.447427,0.274823,0.606004,0.0,0.227548782823301,0.0,-0.970288,0.430547,PASS,True,True,True,True,True,False,67.81737785016287
seed4,seed4_row61547,0.3626032464103731,16813.0,,22.437406,0.248663,0.629027,0.0,0.2317127805862472,0.0,-1.105756,0.528046,PASS,True,True,True,True,True,False,67.73586319218242
seed4,seed4_row27865,0.3620930948769274,16819.0,,22.388479,0.216192,0.604026,0.0,0.2520432783956106,0.0,-1.287997,0.422267,PASS,False,False,False,False,False,False,67.28505280259951
seed4,seed4_row117009,0.3614232685997202,16828.0,,22.485147,0.285875,0.636741,0.0,0.2118750979996003,0.0,-0.915502,0.561247,PASS,True,True,True,True,True,False,67.27061889250815
seed4,seed4_row104259,0.3612902823624445,16830.0,,22.443521,0.23004,0.65929,0.0,0.2291718319463493,0.0,-1.208083,0.660134,PASS,False,False,False,False,False,False,68.49885807504079
seed4,seed4_row100063,0.3599612867002429,16845.0,,22.45225,0.24743,0.639255,0.0,0.2255446952860613,0.0,-1.112365,0.572134,PASS,True,True,True,True,True,False,67.17773615635178
seed4,seed4_row68564,0.3591229777915888,16857.0,,22.487645,0.28949,0.62345,0.0,0.2108371111308412,0.0,-0.897865,0.504216,PASS,True,True,True,True,True,False,67.7815960912052
seed4,seed4_row30862,0.3579339517488862,16900.0,,22.454327,0.243932,0.637386,0.0,0.2246816453555516,0.0,-1.13124,0.564036,PASS,True,True,True,True,True,False,67.31442182410423
seed4,seed4_row63794,0.3567195141381595,16916.0,,22.473806,0.263434,0.63039,0.0,0.2165875916259421,0.0,-1.028196,0.53389,PASS,True,True,True,True,True,False,67.3989006514658
seed4,seed4_row107325,0.3561328310817111,16926.0,,22.469011,0.250872,0.639326,0.0,0.2185800444024444,0.0,-1.093966,0.572442,PASS,True,True,True,True,True,False,67.13492671009772
seed4,seed4_row101074,0.3559117193257211,16936.0,,22.520669,0.290388,0.654075,0.0,0.1971147418938872,0.0,-0.893502,0.637,PASS,True,True,True,True,True,False,67.41811074918567
seed4,seed4_row75198,0.3551027265202588,16942.0,,22.426474,0.216804,0.623414,0.0,0.2362553236003697,0.0,-1.284391,0.504065,PASS,True,True,True,True,True,False,66.91615635179154
seed4,seed4_row64881,0.3549290918137754,16944.0,,22.436951,0.23262,0.614059,0.0,0.2319018454482505,0.0,-1.193576,0.464408,PASS,True,True,True,True,True,False,67.7557328990228
seed4,seed4_row100351,0.3538465529666242,16974.0,,22.504267,0.269458,0.65129,0.0,0.2039302185237489,0.0,-0.997375,0.624712,PASS,False,False,False,False,False,False,68.10226753670473
seed4,seed4_row111176,0.3532808885824315,16993.0,,22.536009,0.311751,0.631186,0.0,0.1907405551177594,0.0,-0.791945,0.537307,PASS,False,False,False,False,False,False,67.0823371335505
seed4,seed4_row113279,0.3502829701451662,17038.0,,22.896713,0.609064,0.694815,0.0,0.040858243064523,0.0,0.443378,0.822728,PASS,False,False,False,False,False,False,66.85483009708739
seed4,seed4_row73636,0.3490907896758629,17053.0,,22.508586,0.272261,0.629588,0.0,0.2021355566798041,0.0,-0.983181,0.530451,PASS,True,True,True,True,True,False,67.27775244299676
seed4,seed4_row69488,0.3490178980828328,17055.0,,22.470683,0.235886,0.628662,0.0,0.2178852829754754,0.0,-1.175369,0.526482,PASS,False,False,False,False,False,False,68.11374083129584
seed4,seed4_row101005,0.3478888805898534,17069.0,,22.530138,0.296364,0.618768,0.0,0.193180115128362,0.0,-0.864675,0.484321,PASS,False,False,False,False,False,False,67.15463157894737
seed4,seed4_row78692,0.3477607205353825,17070.0,,22.655682,0.403539,0.639949,0.0,0.1410131721934036,0.0,-0.390741,0.575143,PASS,False,False,False,False,False,False,67.52313773431133
seed4,seed4_row101008,0.3474426091914921,17072.0,,22.440107,0.206985,0.619669,0.0,0.2305904417021315,0.0,-1.343198,0.488144,PASS,True,True,True,True,True,False,67.59182410423453
seed4,seed4_row113726,0.3448992949495104,17112.0,,22.527774,0.255962,0.660985,0.0,0.1941624213564434,0.0,-1.067063,0.667688,PASS,False,False,False,False,False,False,68.51147634584014
seed4,seed4_row114657,0.3440764188121016,17130.0,,22.532453,0.288803,0.614414,0.0,0.1922181697315737,0.0,-0.901204,0.465904,PASS,True,True,True,True,True,False,67.71984527687296
seed4,seed4_row67833,0.3428965536867768,17156.0,,22.47139,0.224777,0.615747,0.0,0.217591505266824,0.0,-1.23804,0.471533,PASS,True,True,True,True,True,False,67.22504071661237
seed4,seed4_row78641,0.3418989813126594,17165.0,,22.494085,0.235422,0.627798,0.0,0.2081611161609421,0.0,-1.177945,0.522781,PASS,False,False,False,False,False,False,67.04532139951179
seed4,seed4_row69172,0.3414553020896719,17166.0,,22.498687,0.248623,0.612471,0.0,0.2062488601281027,0.0,-1.105968,0.457712,PASS,True,True,True,True,True,False,67.9050651465798
seed4,seed4_row112617,0.3397973828283204,17184.0,,22.488905,0.234241,0.611528,0.0,0.2103135468976006,0.0,-1.184517,0.453739,PASS,True,True,True,True,True,False,67.64307817589578
seed4,seed4_row74845,0.3377160955875571,17205.0,,22.517808,0.239046,0.635949,0.0,0.1983035651250816,0.0,-1.157919,0.557824,PASS,True,True,True,True,True,False,66.86666123778502
seed4,seed4_row106163,0.3347010470879664,17263.0,,22.53089,0.232253,0.650089,0.0,0.1928676386970948,0.0,-1.195631,0.619432,PASS,True,True,True,True,True,False,67.23320846905537
seed4,seed4_row75373,0.3334438782032088,17274.0,,22.522592,0.243263,0.61522,0.0,0.1963156831474412,0.0,-1.134873,0.469307,PASS,True,True,True,True,True,False,67.28205211726385
seed4,seed4_row70486,0.3310295102767262,17317.0,,22.573302,0.271205,0.634985,0.0,0.1752443003953232,0.0,-0.988518,0.553664,PASS,True,True,True,True,True,False,66.67695439739413
seed4,seed4_row67180,0.3280280876293411,17349.0,,22.546194,0.236112,0.633193,0.0,0.1865084108990587,0.0,-1.174117,0.545937,PASS,True,True,True,True,True,False,67.38871335504886
seed4,seed4_row115019,0.3276178557873145,17372.0,,22.595309,0.280018,0.636713,0.0,0.1660997939818779,0.0,-0.944374,0.561127,PASS,False,False,False,False,False,False,67.60411237785017
seed4,seed4_row77381,0.3266339570884851,17384.0,,22.62075,0.307783,0.627146,0.0,0.1555283672692645,0.0,-0.810506,0.519993,PASS,True,True,True,True,True,False,67.16019543973941
seed4,seed4_row103786,0.3229757790435697,17473.0,,22.647387,0.315796,0.635575,0.0,0.1444599700622424,0.0,-0.773162,0.556209,PASS,True,True,True,True,True,False,67.2117996742671
seed4,seed4_row101435,0.322598993713086,17476.0,,22.575611,0.224736,0.665894,0.0,0.1742848481615513,0.0,-1.238275,0.68967,PASS,False,False,False,False,False,False,67.1119609438568
seed4,seed4_row114615,0.3220187421372004,17489.0,,22.5775,0.245282,0.634921,0.0,0.1734999173388577,0.0,-1.123935,0.553386,PASS,True,True,True,True,True,False,66.81112377850162
seed4,seed4_row67215,0.3179948171070285,17539.0,,22.613627,0.272683,0.626241,0.0,0.1584881672957549,0.0,-0.981051,0.516123,PASS,True,True,True,True,True,False,67.9649674267101
seed4,seed4_row30907,0.3135020836766385,17731.0,,22.604172,0.237476,0.642837,0.0,0.1624169766809121,0.0,-1.166569,0.587699,PASS,True,True,True,True,True,False,66.62394136807819
seed4,seed4_row74618,0.3134904794911173,17733.0,,22.563913,0.215313,0.617473,0.0,0.1791456849873105,0.0,-1.293191,0.478838,PASS,True,True,True,True,True,False,67.79249185667751
seed4,seed4_row116412,0.3119885488006365,17794.0,,22.666823,0.297745,0.635982,0.0,0.1363837840009094,0.0,-0.858058,0.557965,PASS,False,False,False,False,False,False,67.93273023634882
seed4,seed4_row114397,0.3115004384452856,17864.0,,22.624822,0.24966,0.644585,0.0,0.1538363406361224,0.0,-1.100425,0.595321,PASS,False,False,False,False,False,False,67.45500406173842
seed4,seed4_row108196,0.3109872681090133,17872.0,,23.072707,0.677929,0.650995,0.0,-0.0322720455585524,0.0,0.744271,0.623416,PASS,False,False,False,False,False,False,66.71435418359057
seed4,seed4_row26614,0.3100951362504659,17887.0,,22.689196,0.319603,0.626266,0.0,0.1270871946435227,0.0,-0.755596,0.516232,PASS,True,True,True,True,True,False,66.99771172638437
seed4,seed4_row115839,0.3089509832749088,17895.0,,23.009791,0.610183,0.650931,0.0,-0.0061287381787017,0.0,0.44808,0.623133,PASS,True,True,True,True,True,False,67.3139983713355
seed4,seed4_row106866,0.3087043024641569,17901.0,,22.578098,0.215325,0.614154,0.0,0.1732514320916527,0.0,-1.293122,0.464808,PASS,True,True,True,True,True,False,67.61202768729642
seed4,seed4_row78650,0.3086053921853681,17903.0,,22.670628,0.288543,0.638403,0.0,0.1348027031219545,0.0,-0.902473,0.56844,PASS,True,True,True,True,True,False,67.42190553745928
seed4,seed4_row119086,0.3085506993705015,17904.0,,22.663094,0.277544,0.643671,0.0,0.1379332848150021,0.0,-0.956677,0.591332,PASS,False,False,False,False,False,False,67.29537459283388
seed4,seed4_row110818,0.3071842192831618,17921.0,,22.64703,0.26685,0.629517,0.0,0.1446083132616598,0.0,-1.010665,0.530147,PASS,True,True,True,True,True,False,67.23452768729642
seed4,seed4_row114927,0.3053837907412043,17951.0,,22.665601,0.276157,0.633563,0.0,0.1368915582017204,0.0,-0.963604,0.547534,PASS,True,True,True,True,True,False,67.5310016286645
seed4,seed4_row106206,0.3034471854438043,17972.0,,22.599452,0.207546,0.630593,0.0,0.1643782649197205,0.0,-1.339781,0.534763,PASS,True,True,True,True,True,False,66.89079804560261
seed4,seed4_row101302,0.3016009246994434,18001.0,,22.872439,0.454262,0.648305,0.0,0.0509447495706334,0.0,-0.183467,0.611598,PASS,False,False,False,False,False,False,68.26964955175225
seed4,seed4_row77637,0.3007846481255762,18087.0,,22.645708,0.249785,0.621194,0.0,0.1451576401793947,0.0,-1.099761,0.494621,PASS,False,False,False,False,False,False,67.30678338762215
seed4,seed4_row79215,0.2998053962288626,18095.0,,22.956348,0.536376,0.638189,0.0,0.0160782803269465,0.0,0.145762,0.567514,PASS,True,True,True,True,True,False,67.40975570032573
seed4,seed4_row115520,0.2995334575769071,18099.0,,22.639138,0.232357,0.631525,0.0,0.1478876536812959,0.0,-1.195052,0.538765,PASS,False,False,False,False,False,False,68.05378664495115
seed4,seed4_row102962,0.2990875153755514,18103.0,,22.651016,0.242475,0.631393,0.0,0.1429520219650735,0.0,-1.139158,0.538199,PASS,False,False,False,False,False,False,68.20356734693877
seed4,seed4_row26409,0.2982258380850303,18112.0,,22.754578,0.330514,0.645641,0.0,0.099919197264329,0.0,-0.705863,0.599934,PASS,True,True,True,True,True,False,67.36852605863193
seed4,seed4_row71870,0.2978724923226973,18125.0,,22.883201,0.459079,0.638089,0.0,0.0464728461752818,0.0,-0.164052,0.567079,PASS,True,True,True,True,True,False,67.13098534201954
seed4,seed4_row79635,0.2970110215043875,18133.0,,22.626441,0.215635,0.62553,0.0,0.153163602149125,0.0,-1.291287,0.513087,PASS,True,True,True,True,True,False,67.02876221498371
seed4,seed4_row36908,0.2967153383988677,18136.0,,22.680402,0.24021,0.665667,0.0,0.130741340569811,0.0,-1.15153,0.688652,PASS,False,False,False,False,False,False,68.39222675367047
seed4,seed4_row100237,0.2966683205986815,18138.0,,22.806093,0.377236,0.642691,0.0,0.0785133151409735,0.0,-0.501296,0.587062,PASS,True,True,True,True,True,False,67.57095276872964
seed4,seed4_row111546,0.2944267233959796,18193.0,,22.623539,0.200859,0.630552,0.0,0.1543694619942565,0.0,-1.380934,0.534585,PASS,False,False,False,False,False,False,66.87628757108041
seed4,seed4_row64017,0.2942060906296799,18196.0,,22.874538,0.435191,0.64299,0.0,0.0500725580423999,0.0,-0.260701,0.588367,PASS,True,True,True,True,True,False,67.17647394136807
seed4,seed4_row33960,0.2939431103544947,18201.0,,22.78179,0.353548,0.629252,0.0,0.0886118719349924,0.0,-0.60348,0.529008,PASS,True,True,True,True,True,False,67.64812703583061
seed4,seed4_row61885,0.2938253445937766,18203.0,,22.727517,0.296371,0.635497,0.0,0.1111637779911094,0.0,-0.86464,0.555871,PASS,True,True,True,True,True,False,67.33092019543973
seed4,seed4_row68071,0.2919700393665471,18238.0,,22.652749,0.220967,0.630588,0.0,0.1422319133807814,0.0,-1.26004,0.534742,PASS,False,False,False,False,False,False,66.86098454027665
seed4,seed4_row102649,0.2918712791307405,18239.0,,22.769214,0.318482,0.653202,0.0,0.0938375416153436,0.0,-0.760755,0.633145,PASS,True,True,True,True,True,False,66.91048859934853
seed4,seed4_row108575,0.2915484597067419,18244.0,,22.652576,0.215336,0.636675,0.0,0.1423037995810599,0.0,-1.293054,0.56096,PASS,False,False,False,False,False,False,66.79692432872253
seed4,seed4_row75697,0.291347341014472,18248.0,,22.715404,0.284712,0.622979,0.0,0.1161970585921029,0.0,-0.921205,0.502214,PASS,True,True,True,True,True,False,67.46013029315961
seed4,seed4_row72955,0.2883639400810355,18304.0,,22.852859,0.394734,0.642936,0.0,0.0590807715443364,0.0,-0.427456,0.588129,PASS,True,True,True,True,True,False,67.60110749185667
seed4,seed4_row112414,0.2878364547108847,18307.0,,22.753178,0.296978,0.641962,0.0,0.1005009353012639,0.0,-0.86173,0.583892,PASS,True,True,True,True,True,False,66.8345684039088
seed4,seed4_row113654,0.2877589006740847,18308.0,,22.836449,0.37949,0.638911,0.0,0.0658995723915495,0.0,-0.491712,0.570642,PASS,True,True,True,True,True,False,67.5290960912052
seed4,seed4_row65913,0.287371063950497,18310.0,,22.698508,0.24305,0.641018,0.0,0.1232178056435672,0.0,-1.136032,0.579784,PASS,True,True,True,True,True,False,67.38030944625406
seed4,seed4_row34348,0.2871610064788339,18313.0,,22.672119,0.22355,0.630839,0.0,0.1341831521126198,0.0,-1.2451,0.535817,PASS,True,True,True,True,True,False,66.72421824104234
seed4,seed4_row78806,0.2860914550285809,18336.0,,22.749783,0.288071,0.64166,0.0,0.1019116500408298,0.0,-0.904772,0.582576,PASS,True,True,True,True,True,False,67.51144136807818
seed4,seed4_row107150,0.2839679046308869,18474.0,,22.698162,0.236954,0.632643,0.0,0.1233615780441241,0.0,-1.169452,0.543573,PASS,True,True,True,True,True,False,66.78128664495115
seed4,seed4_row71153,0.2796533417132848,18548.0,,22.78348,0.3044,0.633983,0.0,0.0879096310189783,0.0,-0.826433,0.549343,PASS,True,True,True,True,True,False,67.00565960912053
seed4,seed4_row76984,0.278525937846667,18566.0,,22.813783,0.331904,0.631161,0.0,0.0753179112095244,0.0,-0.699587,0.5372,PASS,True,True,True,True,True,False,67.72758143322476
seed4,seed4_row103971,0.2781785880762897,18570.0,,22.840445,0.360148,0.625834,0.0,0.064239125823271,0.0,-0.574721,0.514384,PASS,True,True,True,True,True,False,67.7649674267101
seed4,seed4_row66346,0.2775859094557805,18576.0,,22.726867,0.25402,0.616881,0.0,0.111433870651115,0.0,-1.077285,0.47633,PASS,True,True,True,True,True,False,67.63260586319218
seed4,seed4_row20482,0.2764476545217124,18586.0,,22.678082,0.206063,0.612175,0.0,0.1317053636024462,0.0,-1.348823,0.456464,PASS,True,True,True,True,True,False,67.06915309446254
seed4,seed4_row61441,0.2759535734746507,18593.0,,22.680143,0.205717,0.613221,0.0,0.1308489621066438,0.0,-1.350936,0.460874,PASS,True,True,True,True,True,False,67.50541530944625
seed4,seed4_row74089,0.2748694028251399,18607.0,,22.824479,0.326704,0.636234,0.0,0.0708734326073428,0.0,-0.723132,0.559057,PASS,True,True,True,True,True,False,67.30407980456026
seed4,seed4_row109852,0.2744312338224673,18610.0,,22.881968,0.37834,0.640198,0.0,0.0469851911749533,0.0,-0.4966,0.576225,PASS,True,True,True,True,True,False,67.64247557003257
seed4,seed4_row105707,0.2732786749346106,18625.0,,22.741659,0.238023,0.640853,0.0,0.1052873927637296,0.0,-1.163551,0.579068,PASS,False,False,False,False,False,False,67.38284201954397
seed4,seed4_row74694,0.2720812798125528,18641.0,,22.706844,0.205377,0.633202,0.0,0.1197539711607897,0.0,-1.353019,0.545978,PASS,True,True,True,True,True,False,66.5340309446254
seed4,seed4_row118057,0.2719167848266178,18646.0,,22.810645,0.301093,0.639768,0.0,0.0766218354665968,0.0,-0.842099,0.574358,PASS,True,True,True,True,True,False,67.33824104234529
seed4,seed4_row107037,0.270898304695633,18662.0,,22.77144,0.259061,0.640706,0.0,0.0929125781366186,0.0,-1.050853,0.578428,PASS,True,True,True,True,True,False,66.75840390879479
seed4,seed4_row100127,0.270637511770928,18664.0,,22.74462,0.235928,0.635096,0.0,0.1040570168156113,0.0,-1.175134,0.554144,PASS,False,False,False,False,False,False,66.8050977198697
seed4,seed4_row29803,0.2699442269922856,18669.0,,22.766098,0.250038,0.641701,0.0,0.0951323242746936,0.0,-1.09841,0.582753,PASS,True,True,True,True,True,False,66.75848534201954
seed4,seed4_row116777,0.2696234240722472,18683.0,,22.718611,0.201851,0.643315,0.0,0.1148644629603531,0.0,-1.374765,0.589781,PASS,True,True,True,True,True,False,67.27197882736155
seed4,seed4_row105405,0.2680702060722789,18792.0,,22.78191,0.281692,0.607846,0.0,0.0885620086746841,0.0,-0.936086,0.438267,PASS,False,False,False,False,False,False,66.83485020242914
seed4,seed4_row101017,0.2677147877706484,18795.0,,22.754003,0.241557,0.625685,0.0,0.1001581253866406,0.0,-1.144161,0.51375,PASS,True,True,True,True,True,False,67.41100977198697
seed4,seed4_row79927,0.2666283911276247,18805.0,,22.73072,0.22081,0.617512,0.0,0.1098328444680353,0.0,-1.260953,0.479,PASS,False,False,False,False,False,False,68.47570146818923
seed4,seed4_row105920,0.2663654736940867,18809.0,,22.869805,0.34184,0.63693,0.0,0.0520392481344095,0.0,-0.655104,0.562066,PASS,True,True,True,True,True,False,67.94890065146579
seed4,seed4_row103364,0.2654564050065782,18817.0,,22.85153,0.324903,0.631212,0.0,0.0596330071522545,0.0,-0.73133,0.53742,PASS,True,True,True,True,True,False,67.40793973941368
seed4,seed4_row76030,0.2598982891670686,18887.0,,22.816198,0.266406,0.639782,0.0,0.0743144130958122,0.0,-1.012932,0.574417,PASS,True,True,True,True,True,False,66.80195439739414
seed4,seed4_row68080,0.2597768116768857,18888.0,,22.781823,0.238577,0.630925,0.0,0.0885981595384082,0.0,-1.160495,0.536187,PASS,True,True,True,True,True,False,67.95467426710097
seed4,seed4_row117086,0.2595793281834984,18891.0,,22.847798,0.289791,0.649067,0.0,0.0611837545478548,0.0,-0.8964,0.61494,PASS,True,True,True,True,True,False,66.78884364820847
seed4,seed4_row108383,0.2585071395093004,18907.0,,22.783425,0.238422,0.627139,0.0,0.0879324850132863,0.0,-1.161349,0.519964,PASS,True,True,True,True,True,False,67.48802117263844
seed4,seed4_row119660,0.2581396869749002,18913.0,,22.877396,0.295006,0.677092,0.0,0.0488849813927145,0.0,-0.871192,0.74044,PASS,False,False,False,False,False,False,68.23488580750409
seed4,seed4_row112012,0.2569059526683411,18932.0,,22.786022,0.233398,0.630446,0.0,0.0868533609547731,0.0,-1.18922,0.53413,PASS,True,True,True,True,True,False,67.10016286644951
seed4,seed4_row26280,0.2556000344685908,18957.0,,22.786929,0.230809,0.629119,0.0,0.0864764778122725,0.0,-1.203751,0.528439,PASS,True,True,True,True,True,False,67.43242671009772
seed4,seed4_row106236,0.2555133124259752,18958.0,,22.8651,0.285463,0.660392,0.0,0.0539943034656787,0.0,-0.91752,0.66504,PASS,False,False,False,False,False,False,67.95407497962509
seed4,seed4_row115777,0.2539637182275922,18976.0,,23.006126,0.418464,0.658243,0.0,-0.0046058311034396,0.0,-0.32908,0.655474,PASS,False,False,False,False,False,False,67.14795102040816
seed4,seed4_row105312,0.2525405456182438,19006.0,,22.78267,0.20643,0.644196,0.0,0.0882462080260625,0.0,-1.346579,0.593622,PASS,True,True,True,True,True,False,67.4060993485342
seed4,seed4_row118491,0.2494107200625158,19038.0,,22.844873,0.269257,0.624771,0.0,0.0623991715178798,0.0,-0.998398,0.509851,PASS,True,True,True,True,True,False,67.03320846905537
seed4,seed4_row67932,0.2489081801036053,19044.0,,22.810754,0.238184,0.619247,0.0,0.0765765430051504,0.0,-1.162664,0.486355,PASS,True,True,True,True,True,False,67.34207654723126
seed4,seed4_row75311,0.2485054367003067,19050.0,,22.829181,0.230959,0.65487,0.0,0.068919623857581,0.0,-1.202904,0.640514,PASS,False,False,False,False,False,False,68.23622040816326
seed4,seed4_row115329,0.2479774446054722,19057.0,,22.864315,0.293245,0.609898,0.0,0.0543204922935317,0.0,-0.879674,0.446883,PASS,False,False,False,False,False,False,67.10190089358245
seed4,seed4_row109636,0.2448758172999391,19107.0,,22.835049,0.234207,0.640384,0.0,0.0664813104284844,0.0,-1.184709,0.577032,PASS,False,False,False,False,False,False,68.40892420537897
seed4,seed4_row103460,0.24375755299918,19115.0,,22.842292,0.234914,0.644266,0.0,0.0634716471416857,0.0,-1.180768,0.593927,PASS,False,False,False,False,False,False,68.24799347471452
seed4,seed4_row100804,0.2435590798505338,19118.0,,22.962972,0.359712,0.631587,0.0,0.0133258283579055,0.0,-0.576616,0.539031,PASS,False,False,False,False,False,False,66.91683996750609
seed4,seed4_row100737,0.2423484392655129,19131.0,,22.924527,0.323009,0.624676,0.0,0.0293007703793042,0.0,-0.739979,0.509444,PASS,False,False,False,False,False,False,67.55745928338762
seed4,seed4_row31158,0.242301074917249,19132.0,,22.837848,0.230447,0.637221,0.0,0.0653182498817843,0.0,-1.205791,0.563322,PASS,True,True,True,True,True,False,67.51892508143322
seed4,seed4_row106492,0.2421829034366614,19134.0,,22.846273,0.242821,0.630322,0.0,0.0618174334809449,0.0,-1.137277,0.533597,PASS,False,False,False,False,False,False,67.03090170593013
seed4,seed4_row73049,0.2392272787228598,19174.0,,22.880593,0.266941,0.629277,0.0,0.0475565410326569,0.0,-1.010201,0.529116,PASS,True,True,True,True,True,False,67.33359120521172
seed4,seed4_row64876,0.2387867763441725,19180.0,,22.863519,0.250263,0.62726,0.0,0.0546512519202465,0.0,-1.09721,0.520479,PASS,True,True,True,True,True,False,67.62514657980456
seed4,seed4_row65997,0.2386047334505154,19183.0,,22.874926,0.249252,0.644456,0.0,0.0499113335007362,0.0,-1.102604,0.594757,PASS,False,False,False,False,False,False,67.12355573637103
seed4,seed4_row118966,0.2384770478221077,19184.0,,22.85827,0.24875,0.620347,0.0,0.0568323540315824,0.0,-1.105291,0.491022,PASS,True,True,True,True,True,False,68.04970684039088
seed4,seed4_row111581,0.2383460757048001,19191.0,,22.875073,0.251177,0.640489,0.0,0.0498502510068573,0.0,-1.092343,0.577488,PASS,True,True,True,True,True,False,66.93287459283388
seed4,seed4_row111742,0.2366557127991344,19216.0,,22.946099,0.318352,0.634571,0.0,0.0203370182844777,0.0,-0.761356,0.551876,PASS,False,False,False,False,False,False,67.33357200976404
seed4,seed4_row28660,0.2359362701413064,19221.0,,22.825932,0.205175,0.625975,0.0,0.0702696716304377,0.0,-1.35426,0.51499,PASS,True,True,True,True,True,False,66.98404723127037
seed4,seed4_row111730,0.2351421175848479,19238.0,,23.474126,0.821247,0.640594,0.0,-0.1990725463073601,0.0,1.524817,0.577945,PASS,True,True,True,True,True,False,67.45297231270358
seed4,seed4_row113008,0.2339680504005771,19260.0,,22.937736,0.284994,0.659007,0.0,0.0238120720008244,0.0,-0.919822,0.658872,PASS,True,True,True,True,True,False,67.06543973941368
seed4,seed4_row118735,0.2320058383760817,19274.0,,22.858488,0.22503,0.623888,0.0,0.0567417691086882,0.0,-1.236592,0.506085,PASS,True,True,True,True,True,False,67.60884364820848
seed4,seed4_row117763,0.2311520483064311,19278.0,,22.956967,0.314375,0.628824,0.0,0.0158210690091873,0.0,-0.779745,0.527175,PASS,True,True,True,True,True,False,67.30447068403909
seed4,seed4_row76215,0.2291485076314655,19312.0,,22.875416,0.226829,0.631522,0.0,0.0497077251878079,0.0,-1.226305,0.538753,PASS,True,True,True,True,True,False,68.00681596091206
seed4,seed4_row107978,0.228178649783511,19351.0,,23.073384,0.423896,0.618986,0.0,-0.0325533574521271,0.0,-0.306801,0.485246,PASS,False,False,False,False,False,False,66.49087167070218
seed4,seed4_row30790,0.2276120024780263,19356.0,,23.0139,0.351555,0.638154,0.0,-0.0078361393171052,0.0,-0.612212,0.567359,PASS,True,True,True,True,True,False,67.39294788273617
seed4,seed4_row115509,0.2264895201164114,19378.0,,23.081945,0.397882,0.662012,0.0,-0.0361106855479836,0.0,-0.414298,0.672274,PASS,True,True,True,True,True,False,66.9297312703583
seed4,seed4_row101963,0.2234963350256166,19455.0,,22.949376,0.28493,0.623673,0.0,0.0189753357508808,0.0,-0.920137,0.505168,PASS,True,True,True,True,True,False,67.17131107491856
seed4,seed4_row60195,0.2233836085236696,19458.0,,22.862734,0.203374,0.619436,0.0,0.0549774407480994,0.0,-1.365337,0.487155,PASS,True,True,True,True,True,False,67.46541530944626
seed4,seed4_row67588,0.2228186282334158,19472.0,,23.089634,0.384722,0.67458,0.0,-0.039305673952263,0.0,-0.469552,0.728972,PASS,False,False,False,False,False,False,67.72217603911979
seed4,seed4_row68170,0.2225087536897956,19481.0,,23.070986,0.386148,0.643771,0.0,-0.0315569233002919,0.0,-0.463531,0.591767,PASS,True,True,True,True,True,False,67.1565960912052
seed4,seed4_row62375,0.221442445455117,19493.0,,22.977994,0.296116,0.638245,0.0,0.0070837792215957,0.0,-0.865864,0.567753,PASS,True,True,True,True,True,False,66.9441693811075
seed4,seed4_row111594,0.2203153068540455,19507.0,,23.127667,0.436453,0.63978,0.0,-0.0551094187799349,0.0,-0.25557,0.574409,PASS,False,False,False,False,False,False,67.83399193548387
seed4,seed4_row23172,0.2192704515522433,19530.0,,22.915986,0.240398,0.620781,0.0,0.0328497879317762,0.0,-1.150499,0.492863,PASS,True,True,True,True,True,False,67.30421009771987
seed4,seed4_row79320,0.2191047167901783,19639.0,,22.917614,0.231526,0.635628,0.0,0.0321733097002548,0.0,-1.199716,0.556437,PASS,True,True,True,True,True,False,66.90821661237786
seed4,seed4_row115455,0.2185424524173231,19658.0,,23.312789,0.597457,0.658641,0.0,-0.1320326394038241,0.0,0.394882,0.657242,PASS,True,True,True,True,True,False,67.23815146579805
seed4,seed4_row116051,0.2158599397005251,19690.0,,23.23307,0.4997,0.675925,0.0,-0.0989072289992497,0.0,-0.0012,0.735105,PASS,False,False,False,False,False,False,68.45493474714519
seed4,seed4_row111225,0.2156490226343537,19691.0,,22.932279,0.242253,0.623587,0.0,0.0260796037633624,0.0,-1.140369,0.504802,PASS,False,False,False,False,False,False,67.34388798701299
seed4,seed4_row68830,0.2147448661724493,19699.0,,23.054056,0.357717,0.622976,0.0,-0.0245220483250723,0.0,-0.585288,0.5022,PASS,True,True,True,True,True,False,66.97251628664495
seed4,seed4_row117783,0.2136558857740441,19727.0,,23.033447,0.32489,0.636799,0.0,-0.0159584488942226,0.0,-0.731391,0.561497,PASS,True,True,True,True,True,False,67.09561889250816
seed4,seed4_row102147,0.2125780794479581,19741.0,,23.067999,0.342733,0.654896,0.0,-0.0303157436457742,0.0,-0.651138,0.640631,PASS,False,False,False,False,False,False,68.16862969004895
seed4,seed4_row74576,0.2096341875360245,22554.0,,22.959534,0.250919,0.620152,0.0,0.0147544107657493,0.0,-1.093719,0.490192,PASS,True,True,True,True,True,False,67.37859934853421
seed4,seed4_row67125,0.2081907603228488,22563.0,,23.121288,0.408017,0.612534,0.0,-0.0524587709673588,0.0,-0.372171,0.457978,PASS,True,True,True,True,True,False,68.08347719869708
